player_id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam
1,90,0,0,1,0,0,0,0,0,0,3,3,31,23.2,0.0,0.0,2.3,1,13,0,0,1,0.00,0.00,0.00,1.00,10,True
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
5,90,0,0,1,0,0,0,0,0,0,0,2,29,27.2,14.5,2.0,4.4,8,2,1,9,1,0.00,0.01,0.01,1.00,8,False
6,90,0,0,1,0,0,0,0,0,0,0,1,28,14.6,1.9,0.0,1.7,5,3,1,6,1,0.00,0.01,0.01,1.00,7,False
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
10,9,0,0,0,0,0,0,0,0,0,0,0,3,5.4,0.6,0.0,0.6,1,0,0,1,0,0.00,0.01,0.01,0.06,1,False
11,90,0,0,1,0,0,0,0,0,0,0,0,23,9.4,7.4,0.0,1.7,3,2,0,3,1,0.00,0.03,0.03,1.00,6,False
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
16,9,0,0,0,0,0,0,0,0,0,0,0,2,2.2,10.4,9.0,2.2,1,0,0,1,0,0.04,0.01,0.05,0.06,1,False
17,90,0,0,1,0,0,0,0,0,0,0,0,19,19.2,43.6,13.0,7.6,0,6,2,8,1,0.03,0.20,0.23,1.00,3,False
18,80,0,0,1,0,0,0,0,0,0,0,0,5,4.8,14.3,21.0,4.0,0,3,0,3,1,0.03,0.17,0.20,0.94,3,False
19,37,0,0,0,0,0,0,0,1,0,0,0,1,5.0,12.3,22.0,3.9,0,3,1,4,0,0.12,0.01,0.13,0.64,0,False
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
21,90,0,0,1,0,0,0,0,1,0,0,0,5,4.2,4.8,4.0,1.3,2,1,0,3,1,0.00,0.02,0.02,1.00,2,False
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
26,80,0,0,1,0,0,0,0,0,0,0,0,19,16.6,13.4,9.0,3.9,5,6,5,16,1,0.07,0.02,0.09,0.94,5,False
