player_id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam
1,90,0,0,1,0,0,0,0,0,0,3,0,28,20.0,0.0,0.0,2.0,3,6,0,0,1,0.00,0.00,0.00,1.05,7,False
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
5,90,0,0,1,0,0,0,0,0,0,0,1,30,21.2,3.0,3.0,2.7,9,2,1,10,1,0.03,0.06,0.09,1.05,9,False
6,90,0,0,1,0,0,0,0,0,0,0,3,36,33.6,31.8,2.0,6.7,9,7,3,12,1,0.00,0.09,0.09,1.05,11,True
7,73,0,0,1,0,0,0,0,0,0,0,0,29,11.2,17.7,19.0,4.8,2,6,0,2,1,0.15,0.09,0.24,0.99,6,False
8,37,0,0,0,0,0,0,0,0,0,0,0,3,7.0,1.6,2.0,1.1,2,1,2,4,1,0.00,0.01,0.01,0.82,1,False
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
16,90,0,0,1,0,0,0,0,0,0,0,0,12,9.4,29.8,35.0,7.4,2,4,1,7,1,0.15,0.09,0.24,1.05,3,False
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
18,60,0,0,1,0,0,0,0,0,0,0,0,12,10.2,24.0,28.0,6.2,0,2,1,3,1,0.07,0.08,0.15,0.98,3,False
19,29,0,1,0,0,0,0,0,0,0,0,0,15,20.0,14.5,11.0,4.6,1,1,0,2,0,0.04,0.09,0.13,0.08,4,False
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
21,90,0,0,1,0,0,0,0,0,0,0,0,17,16.6,43.7,8.0,6.8,1,4,2,7,1,0.06,0.14,0.20,1.05,3,False
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
26,73,0,0,1,0,0,0,0,0,0,0,0,13,8.0,16.8,15.0,4.0,1,2,1,4,1,0.10,0.12,0.22,0.99,3,False
27,5,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,4.0,0.2,0,1,0,1,0,0.07,0.00,0.07,0.06,1,False
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
30,60,0,0,1,0,0,0,0,0,0,0,0,7,1.6,14.3,4.0,2.0,0,0,0,0,1,0.00,0.03,0.03,0.98,2,False
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
32,90,0,0,0,3,0,0,0,0,0,3,0,5,27.4,0.0,0.0,2.7,0,7,0,0,1,0.00,0.00,0.00,1.10,2,False
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
37,81,0,1,0,3,0,0,0,0,0,0,0,15,18.8,32.3,2.0,5.3,6,0,1,7,1,0.00,0.22,0.22,0.83,4,False
38,90,0,0,0,3,0,0,0,0,0,0,0,4,25.4,5.1,0.0,3.1,7,1,0,7,1,0.00,0.02,0.02,1.10,1,False
39,8,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.8,0.0,0.1,0,0,0,0,0,0.00,0.01,0.01,0.27,1,False
40,90,0,0,0,3,0,0,0,0,0,0,0,0,16.2,1.2,6.0,2.3,11,4,0,11,1,0.36,0.01,0.37,1.10,3,False
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
42,4,0,0,0,0,0,0,0,0,0,0,0,4,2.2,0.8,0.0,0.3,0,0,1,1,0,0.00,0.00,0.00,0.03,1,False
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
44,90,0,0,0,3,0,0,0,0,0,0,0,2,14.2,7.2,4.0,2.5,5,7,3,8,1,0.00,0.03,0.03,1.10,1,False
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
47,90,0,0,0,3,0,0,0,0,0,0,0,15,11.4,20.3,6.0,3.8,1,6,2,9,1,0.06,0.19,0.25,1.10,2,False
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
49,29,0,0,0,2,0,0,0,0,0,0,0,1,0.0,2.3,10.0,1.2,0,1,1,2,0,0.04,0.28,0.32,0.58,1,False
50,85,0,0,0,3,0,0,0,1,0,0,0,7,10.0,7.8,10.0,2.8,5,5,2,12,1,0.19,0.18,0.37,1.07,3,False
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
52,90,0,0,1,0,0,0,0,0,0,0,0,17,12.0,35.3,7.0,5.4,1,2,0,3,1,0.08,0.03,0.11,1.39,3,False
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
54,60,0,0,0,1,0,0,0,0,0,0,0,9,0.0,17.2,9.0,2.3,0,2,0,2,1,0.06,0.25,0.31,0.52,2,False
55,81,1,0,0,3,0,0,0,0,0,0,3,42,51.8,4.8,17.0,7.4,2,6,4,12,1,0.11,0.05,0.16,0.83,12,True
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
59,90,0,0,0,3,0,0,0,0,0,0,0,14,22.6,19.2,25.0,6.7,4,5,1,10,1,0.18,0.12,0.30,1.10,2,False
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
64,59,0,0,0,1,0,0,0,1,0,0,0,-4,0.0,2.3,4.0,0.6,1,0,0,1,1,0.00,0.01,0.01,0.52,0,False
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
67,90,0,0,1,0,0,0,0,0,0,2,0,24,14.4,0.0,0.0,1.4,0,5,0,0,1,0.00,0.00,0.00,1.40,6,False
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
72,90,0,0,1,0,0,0,0,0,0,0,2,31,35.0,1.3,11.0,4.7,15,4,1,16,1,0.13,0.03,0.16,1.40,10,False
73,60,0,0,1,0,0,0,0,0,0,0,2,31,32.6,25.6,0.0,5.8,6,2,3,9,1,0.00,0.09,0.09,1.35,8,False
74,90,0,0,1,0,0,0,0,0,0,0,3,34,34.8,29.9,4.0,6.9,9,5,2,11,1,0.00,0.27,0.27,1.40,11,True
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
77,90,0,0,1,0,0,0,0,0,0,0,0,30,31.8,10.3,11.0,5.3,14,4,2,16,1,0.28,0.06,0.34,1.40,8,False
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
82,74,0,0,0,1,0,0,0,0,0,0,0,7,0.0,7.8,6.0,1.1,0,2,0,2,1,0.12,0.02,0.14,0.54,2,False
83,84,0,1,0,2,0,0,0,0,0,0,3,34,35.6,50.5,17.0,10.3,3,3,2,8,1,0.02,0.98,1.00,1.33,8,False
84,90,0,0,1,0,0,0,0,0,0,0,0,21,20.0,56.4,12.0,8.8,2,7,2,11,1,0.20,0.38,0.58,1.40,3,False
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False
86,10,0,0,0,0,0,0,0,0,0,0,0,3,2.6,12.1,9.0,2.4,1,0,0,1,0,0.36,0.28,0.64,0.03,1,False
87,60,0,0,1,0,0,0,0,0,0,0,0,12,16.0,4.8,2.0,2.3,3,6,3,12,1,0.03,0.02,0.05,1.35,5,False
