id,full_name,web_name,team_name,position,now_cost_millions,total_points,points_per_game,selected_by_percent,form,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,transfers_in_event,transfers_out_event,transfers_in,transfers_out,status,chance_of_playing_next_round,news,ep_next,ep_this
570,Kevin Danso,Danso,Spurs,Defender,4.2,35,2.2,0.1,2.0,839,0,0,2,16,4,0,1,126,243.6,10.7,33.0,28.8,165,52,17647,30918,a,100.0,,2.0,1.5
571,Ben Davies,Davies,Spurs,Defender,4.3,10,3.3,0.1,0.0,136,1,0,0,3,1,0,1,29,67.4,22.2,52.0,14.2,2,15,4423,12024,i,0.0,Ankle injury - Unknown return date,0.0,0.0
572,Radu Drăgușin,Dragusin,Spurs,Defender,4.5,15,1.9,0.0,2.2,513,0,0,0,13,0,0,0,26,122.2,3.2,27.0,15.3,131,43,3513,2635,a,100.0,,2.2,1.7
573,Djed Spence,Spence,Spurs,Defender,4.2,59,2.6,0.9,1.0,1761,0,0,7,28,4,0,1,222,254.6,201.5,172.0,62.7,407,341,300116,362183,a,100.0,,1.0,0.5
574,Destiny Udogie,Udogie,Spurs,Defender,4.3,15,1.2,0.3,0.0,794,0,1,0,17,2,0,0,62,144.0,122.3,82.0,34.9,3,67,50410,113769,d,25.0,Hamstring injury - 25% chance of playing,0.0,-0.1
575,Micky van de Ven,Van de Ven,Spurs,Defender,4.4,97,3.6,19.1,-0.8,2366,4,1,7,42,7,1,10,338,583.2,80.2,204.0,86.6,3831,24370,3499663,4398691,a,100.0,,-0.8,0.0
576,Ashley Phillips,Phillips,Spurs,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,2004,u,0.0,Has joined Stoke City on loan for the rest of the season.,0.0,0.0
577,Takai Kōta,Takai,Spurs,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,1005,9061,u,0.0,has joined Borussia Mönchengladbach on loan for the rest of the season.,0.0,0.0
578,Luka Vušković,Vuskovic,Spurs,Defender,3.9,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,33,7334,92102,u,0.0,has joined Hamburger SV on loan for the rest of the season.,0.0,0.0
579,Son Heung-min,Son,Spurs,Midfielder,8.5,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,25568,u,0.0,has joined Los Angeles FC permanently.,0.0,0.0
581,James Maddison,Maddison,Spurs,Midfielder,6.8,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,20,13,1821,23855,i,0.0,Anterior cruciate ligament - Unknown return date,0.0,0.0
582,Mohammed Kudus,Kudus,Spurs,Midfielder,6.4,75,3.9,9.4,0.0,1535,2,6,7,20,3,0,7,257,333.4,413.8,302.0,104.7,16,1743,3263368,5209361,i,0.0,Thigh injury - Expected back 11 Apr,0.0,0.0
583,Dejan Kulusevski,Kulusevski,Spurs,Midfielder,6.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12,6,1052,2113,i,0.0,Knee injury - Unknown return date,0.0,0.0
584,Mathys Tel,Tel,Spurs,Midfielder,6.2,54,2.3,0.1,1.5,825,3,1,1,17,0,0,5,181,189.8,262.8,228.0,68.3,280,116,40819,46760,a,,,1.5,1.0
585,Rodrigo Bentancur,Bentancur,Spurs,Midfielder,5.2,64,3.2,0.2,0.0,1407,1,1,5,21,5,0,3,269,268.6,159.7,85.0,51.6,4,60,56915,66727,i,0.0,Hamstring injury - Unknown return date,0.0,0.0
586,Lucas Bergvall,Bergvall,Spurs,Midfielder,5.2,39,2.3,0.2,0.0,799,1,2,3,13,2,0,0,139,137.4,81.4,133.0,35.3,2,45,102351,111398,i,0.0,Ankle injury - Unknown return date,0.0,0.0
587,Yves Bissouma,Bissouma,Spurs,Midfielder,5.2,13,1.6,0.0,1.2,460,0,0,0,15,3,0,0,88,83.8,18.9,23.0,12.6,1,114,3298,14933,i,0.0,Muscle injury - Unknown return date,0.0,0.0
588,Wilson Odobert,Odobert,Spurs,Midfielder,5.3,46,1.9,0.0,0.0,972,0,2,2,13,0,0,6,176,158.8,284.3,234.0,67.6,2,37,16376,18106,i,0.0,Knee injury - Unknown return date,0.0,0.0
589,Manor Solomon,Solomon,Spurs,Midfielder,5.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,115,1477,u,0.0,has joined Fiorentina on loan for the rest of the season.,0.0,0.0
590,Bryan Gil Salvatierra,Bryan,Spurs,Midfielder,4.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,675,4490,u,0.0,has joined Girona permanently.,0.0,0.0
591,Archie Gray,Gray,Spurs,Midfielder,4.8,55,2.8,0.2,3.2,1287,2,2,5,24,5,0,6,213,239.8,124.3,134.0,49.8,319,180,21971,24388,a,100.0,,3.2,2.7
592,Mikey Moore,Moore,Spurs,Midfielder,5.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,687,u,0.0,Has joined Rangers on loan for the rest of the season.,0.0,0.0
593,Pape Matar Sarr,P.M.Sarr,Spurs,Midfielder,4.5,63,3.0,1.1,2.5,1230,2,3,3,19,2,0,2,271,298.4,125.5,144.0,57.0,1188,1160,396291,578322,a,100.0,,2.5,2.0
594,Yang Min-hyeok,Min-hyeok,Spurs,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,2824,u,0.0,has joined Coventry City on loan for the rest of the season.,0.0,0.0
595,Callum Olusesi,Olusesi,Spurs,Midfielder,4.3,1,1.0,0.2,0.2,14,0,0,0,0,0,0,0,3,0.6,1.8,0.0,0.2,65,124,24859,30490,a,,,0.2,-0.3
596,Dominic Solanke-Mitchell,Solanke,Spurs,Forward,7.2,33,3.0,1.2,3.0,688,3,0,0,15,1,0,4,152,168.8,64.5,214.0,44.6,2466,1076,140817,521752,a,100.0,,3.0,2.5
597,Richarlison de Andrade,Richarlison,Spurs,Forward,6.3,91,3.6,5.6,4.0,1436,9,3,5,21,5,0,13,415,474.6,183.9,605.0,126.1,10402,900,2967493,3050590,a,100.0,,4.0,3.5
598,Will Lankshear,Lankshear,Spurs,Forward,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,5122,u,0.0,has joined Oxford United on loan for the rest of the season.,0.0,0.0
599,Dane Scarlett,Scarlett,Spurs,Forward,4.3,2,1.0,0.5,0.0,7,0,0,0,0,0,0,0,5,1.0,4.1,2.0,0.7,0,199,60820,110450,u,0.0,has joined Hibernian on loan for the rest of the season.,0.0,0.0
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,Spurs,Midfielder,5.5,94,3.6,0.8,2.5,1774,3,3,4,32,6,0,11,398,495.0,115.6,170.0,78.3,14,1167,369390,364537,d,50.0,Head injury - 50% chance of playing,1.2,0.0
717,Xavi Simons,Xavi,Spurs,Midfielder,6.5,64,2.7,1.1,1.2,1567,1,4,3,33,4,1,5,288,288.0,476.5,217.0,98.2,913,1029,815808,745849,a,100.0,,1.2,0.7
726,Randal Kolo Muani,Kolo Muani,Spurs,Forward,6.9,41,1.9,0.4,3.2,1200,1,1,3,25,2,0,1,125,144.6,208.3,202.0,54.8,412,349,127198,117355,a,100.0,,3.2,2.7
745,Jun'ai Byfield,Byfield,Spurs,Defender,4.0,1,1.0,0.0,0.0,1,0,0,0,0,0,0,0,3,0.4,0.5,0.0,0.1,15,29,2050,2007,a,,,0.0,-0.5
750,James Rowswell,Rowswell,Spurs,Defender,4.0,1,1.0,0.0,0.2,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,10,23,1858,1623,a,,,0.2,-0.3
751,Yusuf Akhamrich,Akhamrich,Spurs,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,675,632,u,0.0,has joined Bristol Rovers on loan for the rest of the season.,0.0,0.0
790,Lucá Williams-Barnett,Williams-Barnett,Spurs,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,13,746,371,a,,,0.0,-0.5
796,Conor Gallagher,Gallagher,Spurs,Midfielder,5.2,19,2.4,0.1,1.0,577,0,1,0,16,0,0,0,96,85.8,107.2,86.0,27.9,21,719,36450,24833,d,75.0,Illness - 75% chance of playing,0.8,0.4
804,João Victor de Souza Menezes,Souza,Spurs,Defender,4.0,3,0.8,0.0,0.5,142,0,0,0,3,1,0,0,0,12.8,31.9,17.0,6.2,114,36,2224,890,a,,,0.5,0.0
811,Rio Kyerematen,Kyerematen,Spurs,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,7,354,155,a,,,0.0,-0.5
818,James Wilson,Wilson,Spurs,Forward,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,203,99,2440,792,a,,,0.0,-0.5
326,Adama Traoré Diarra,Adama,West Ham,Midfielder,5.1,22,1.0,0.2,0.8,303,0,0,0,10,1,0,0,67,22.8,63.8,62.0,14.5,78,96,16638,37212,a,100.0,,0.8,0.2
600,Alphonse Areola,Areola,West Ham,Goalkeeper,4.3,51,2.5,2.0,0.0,1800,0,1,0,37,0,0,2,220,570.4,10.0,0.0,57.9,549,1679,183862,455794,a,,,0.0,-0.5
601,Wes Foderingham,Foderingham,West Ham,Goalkeeper,4.0,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,75,3874,42798,u,0.0,has joined Aris Limassol permanently.,0.0,0.0
602,Krisztián Hegyi,Hegyi,West Ham,Goalkeeper,3.9,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,135,11331,20157,u,0.0,has joined MTK Budapest on loan for the rest of the season.,0.0,0.0
603,El Hadji Malick Diouf,Diouf,West Ham,Defender,4.0,81,3.4,2.3,5.0,2003,0,6,6,38,4,0,3,256,427.8,247.4,83.0,76.0,5691,1530,382601,898523,a,100.0,,5.0,4.5
604,Emerson Palmieri dos Santos,Emerson,West Ham,Defender,4.4,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1719,20798,u,0.0,has joined Marseille permanently.,0.0,0.0
605,Maximilian Kilman,Kilman,West Ham,Defender,4.1,36,1.7,0.1,0.0,1559,0,0,1,37,4,0,0,80,392.4,55.8,60.0,50.9,30,103,30209,50624,a,,,0.0,-0.5
606,Konstantinos Mavropanos,Mavropanos,West Ham,Defender,4.4,74,3.2,0.2,5.2,1812,1,0,3,34,2,0,2,211,512.2,25.4,188.0,72.5,3497,139,23571,20632,a,100.0,,5.2,4.7
607,Nayef Aguerd,N.Aguerd,West Ham,Defender,4.4,3,1.5,0.0,0.0,180,0,0,0,8,0,0,0,-1,39.0,3.9,8.0,5.1,0,2,1288,12330,u,0.0,has joined Marseille permanently.,0.0,0.0
608,Ollie Scarles,Scarles,West Ham,Defender,4.3,21,1.8,0.0,0.0,654,0,1,0,16,1,0,0,86,138.2,71.7,22.0,23.2,2,49,4973,7000,d,75.0,Knock - 75% chance of playing,0.0,-0.4
609,Jean-Clair Todibo,Todibo,West Ham,Defender,4.3,44,2.2,0.1,3.2,1701,0,1,1,34,4,1,1,161,370.6,65.5,24.0,46.1,126,39,12336,19889,a,100.0,,3.2,2.7
610,Aaron Wan-Bissaka,Wan-Bissaka,West Ham,Defender,4.1,63,3.0,4.6,3.8,1821,0,3,3,37,3,0,0,194,398.2,288.9,30.0,72.1,2224,1430,271177,2311272,a,100.0,,3.8,3.3
611,Kaelan Casey,Casey,West Ham,Defender,4.0,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,14,0,13282,u,0.0,has joined Leyton Orient on loan for the rest of the season.,0.0,0.0
612,Lucas Tolentino Coelho de Lima,L.Paquetá,West Ham,Midfielder,5.9,69,3.8,1.1,0.0,1513,4,2,3,33,5,1,8,291,374.6,397.2,186.0,95.7,0,314,897173,975004,u,0.0,has joined Flamengo permanently.,0.0,0.0
613,Tomáš Souček,Souček,West Ham,Midfielder,5.7,77,2.9,0.3,4.0,1506,4,2,4,34,2,1,6,303,392.2,141.6,339.0,87.4,929,261,43509,110814,a,100.0,,4.0,3.5
615,Crysencio Summerville,Summerville,West Ham,Midfielder,5.6,92,3.8,1.9,3.8,1856,5,3,5,34,4,0,10,337,371.0,331.2,472.0,117.4,169,34570,552360,306708,i,0.0,Calf injury - Unknown return date,0.0,0.0
616,Edson Álvarez Velázquez,Álvarez,West Ham,Midfielder,4.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1147,16107,u,0.0,Has joined Fenerbahçe on loan for the rest of the season.,0.0,0.0
617,Maxwel Cornet,Cornet,West Ham,Midfielder,4.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,246,3223,u,0.0,has joined Genoa on loan for the rest of the season.,0.0,0.0
618,Guido Rodríguez,G.Rodriguez,West Ham,Midfielder,4.8,8,1.3,0.0,0.0,175,0,0,1,2,1,0,0,30,9.8,6.0,2.0,1.7,0,9,2295,6170,u,0.0,has joined Valencia on loan for the rest of the season.,0.0,0.0
619,Luis Guilherme Lira dos Santos,L.Guilherme,West Ham,Midfielder,4.9,5,1.0,0.0,0.0,121,0,0,0,2,0,0,0,11,9.2,14.5,4.0,2.5,0,2,868,3399,u,0.0,has joined Sporting CP permanently.,0.0,0.0
620,George Earthy,Earthy,West Ham,Midfielder,4.5,1,1.0,0.0,0.0,8,0,0,0,1,0,0,0,3,0.0,1.5,2.0,0.4,0,12,3770,9549,u,0.0,has joined Bristol City on loan for the rest of the season.,0.0,0.0
621,Andy Irving,Irving,West Ham,Midfielder,4.3,9,1.3,0.2,0.0,156,0,0,0,4,0,0,0,49,31.6,52.3,2.0,8.6,0,104,43311,55597,u,0.0,has joined Sparta Prague permanently.,0.0,0.0
622,Lewis Orford,Orford,West Ham,Midfielder,4.4,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1052,11956,u,0.0,has joined Stevenage on loan for the rest of the season.,0.0,0.0
623,Freddie Potts,Potts,West Ham,Midfielder,4.4,34,1.8,0.6,0.0,1094,0,1,1,23,1,0,0,206,179.6,129.9,37.0,34.7,68,519,143921,163631,a,100.0,,0.0,-0.5
624,Jarrod Bowen,Bowen,West Ham,Forward,7.5,141,4.7,8.1,5.2,2689,8,7,5,53,4,0,22,552,670.6,491.0,687.0,184.8,43338,3839,2384257,3272924,a,,,5.2,4.7
625,Niclas Füllkrug,Füllkrug,West Ham,Forward,5.6,12,1.5,0.6,0.0,407,0,0,1,11,0,0,0,28,26.0,85.1,130.0,23.8,0,57,47611,392730,u,0.0,has joined AC Milan on loan for the rest of the season.,0.0,0.0
626,Callum Marshall,Marshall,West Ham,Forward,4.3,2,1.0,0.5,0.0,58,0,0,0,2,0,0,0,0,1.2,0.1,7.0,0.8,0,115,63604,106517,u,0.0,has joined VfL Bochum 1848 on loan for the rest of the season.,0.0,0.0
659,Kyle Walker-Peters,Walker-Peters,West Ham,Defender,4.2,32,1.8,0.2,0.0,954,1,0,1,22,2,0,0,118,203.2,88.2,98.0,39.0,58,129,31082,53709,a,,,0.0,-0.5
671,Callum Wilson,Wilson,West Ham,Forward,5.8,64,2.7,0.5,0.5,992,5,2,1,18,0,0,7,224,226.8,93.6,396.0,70.5,252,475,204791,217391,a,,,0.5,0.0
679,Mads Hermansen,Hermansen,West Ham,Goalkeeper,4.2,43,4.3,0.4,5.5,900,0,0,4,18,0,0,8,157,253.0,0.0,0.0,25.3,3294,380,47479,43429,a,,,5.5,5.0
708,Mateus Gonçalo Espanha Fernandes,M.Fernandes,West Ham,Midfielder,5.5,105,3.8,0.4,2.5,2303,3,3,5,40,6,0,6,517,520.0,472.0,105.0,109.8,967,972,110967,68982,a,100.0,,2.5,2.0
718,Soungoutou Magassa,S.Magassa,West Ham,Midfielder,5.0,39,2.1,0.0,1.2,957,1,0,2,23,4,0,2,176,179.6,82.8,44.0,30.6,9,24,5374,4830,a,,,1.2,0.7
738,Lukasz Fabianski,Fabianski,West Ham,Goalkeeper,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12,15,6028,5808,d,25.0,Back injury - 25% chance of playing,0.0,-0.1
747,Ezra Mayers,Mayers,West Ham,Defender,4.0,6,1.0,0.0,0.2,113,0,0,0,3,0,0,0,18,21.8,34.9,9.0,6.6,11,27,2594,2160,a,,,0.2,-0.3
752,Airidas Golambeckis,Golambeckis,West Ham,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12,25,2163,1968,a,,,0.0,-0.5
758,Mohamadou Kanté,Mohamadou Kanté,West Ham,Midfielder,4.5,6,0.9,0.0,0.8,25,0,0,0,0,1,0,0,22,10.4,12.3,4.0,2.4,25,12,1893,1181,a,,,0.8,0.3
785,Pablo Felipe Pereira de Jesus,Pablo,West Ham,Forward,5.4,10,1.7,0.0,0.5,313,0,0,0,5,0,0,0,29,23.4,55.2,23.0,10.2,40,10,4636,3986,a,100.0,,0.5,0.0
791,Valentín Castellanos,Taty,West Ham,Forward,5.5,30,3.0,0.1,3.2,816,2,1,4,12,2,0,1,107,120.4,120.7,255.0,48.6,485,299,31390,17725,a,,,3.2,2.7
802,Keiber Lamadrid,Lamadrid,West Ham,Midfielder,5.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,435,329,a,,,0.0,-0.5
815,Axel Disasi,Disasi,West Ham,Defender,4.5,20,3.3,0.1,3.0,540,0,0,3,7,0,0,0,83,83.8,13.1,53.0,15.0,569,228,16282,5257,a,,,3.0,2.5
627,Sam Johnstone,Johnstone,Wolves,Goalkeeper,4.4,21,1.8,0.1,0.0,1080,0,0,0,24,0,0,0,117,308.0,0.1,0.0,30.8,64,118,20479,24774,a,,,0.0,-0.5
628,José Malheiro de Sá,José Sá,Wolves,Goalkeeper,4.2,56,2.9,1.2,2.8,1710,0,0,4,30,2,0,6,253,409.4,10.0,0.0,42.3,139,2527,111327,188877,a,100.0,,0.0,1.7
629,Daniel Bentley,Bentley,Wolves,Goalkeeper,3.9,0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,107,280,20194,52163,a,100.0,,0.0,-0.5
631,Emmanuel Agbadou,Agbadou,Wolves,Defender,4.2,23,1.6,0.1,0.0,1100,0,0,0,29,1,1,0,86,312.2,76.0,75.0,46.4,0,15,24605,63406,u,0.0,has joined Besiktas permanently.,0.0,0.0
632,Matt Doherty,Doherty,Wolves,Defender,4.4,12,1.2,0.1,0.2,702,0,0,1,14,4,0,0,47,116.2,50.8,18.0,18.6,27,63,6619,20647,a,100.0,,0.0,-0.3
633,Hugo Bueno López,H.Bueno,Wolves,Defender,4.3,73,2.6,0.2,3.8,1946,1,2,4,33,1,0,4,290,466.8,552.1,140.0,116.2,226,1124,53704,38669,a,100.0,,0.0,3.3
634,Yerson Mosquera Valdelamar,Mosquera,Wolves,Defender,4.3,51,2.3,0.1,3.6,1707,0,0,4,31,10,0,3,197,345.2,125.7,209.0,68.0,81,425,18578,13758,a,100.0,,0.0,3.1
635,Rodrigo Martins Gomes,R.Gomes,Wolves,Defender,4.4,35,2.3,0.1,3.2,599,3,0,0,11,0,0,0,87,169.2,63.2,182.0,41.6,102,237,12778,15488,a,100.0,,0.0,2.7
636,Santiago Ignacio Bueno,S.Bueno,Wolves,Defender,4.4,72,3.3,0.1,2.6,1922,2,2,4,33,4,0,2,264,447.8,98.5,170.0,71.5,73,468,30942,25894,a,100.0,,0.0,2.1
637,Toti Gomes,Toti,Wolves,Defender,4.2,28,2.0,0.1,1.6,1039,0,0,1,25,1,1,0,102,240.4,78.2,34.0,35.3,26,39,7639,19781,a,100.0,,0.0,1.1
638,Ki-Jana Hoever,Hoever,Wolves,Defender,3.8,10,1.2,0.9,0.0,423,0,0,0,13,0,0,0,38,101.4,87.8,13.0,20.3,0,595,121813,263022,u,0.0,has joined Sheffield United on loan for the rest of the season.,0.0,0.0
639,Bastien Meupiyou Menadjou,Meupiyou,Wolves,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,883,u,0.0,On loan to FC Alverca,0.0,0.0
640,Pedro Cardoso de Lima,Pedro Lima,Wolves,Defender,4.0,3,1.0,0.4,0.0,3,0,0,0,1,0,0,0,5,0.2,0.5,2.0,0.2,28,110,10165,89681,a,100.0,,0.0,-0.5
641,Alfie Pond,Pond,Wolves,Defender,3.9,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,380,85684,148587,u,0.0,has joined Crewe Alexandra on loan for the rest of the season.,0.0,0.0
642,Hwang Hee-chan,Hee Chan,Wolves,Midfielder,5.6,44,2.2,0.1,0.0,1144,2,1,2,22,3,0,0,125,132.2,152.8,145.0,42.4,62,114,49216,59711,a,100.0,,0.0,-0.5
643,André Trindade da Costa Neto,André,Wolves,Midfielder,5.2,77,2.8,0.1,4.8,2130,1,0,2,39,9,0,4,374,337.8,241.4,37.0,61.6,222,465,18350,18691,a,100.0,,0.0,4.3
644,Jean-Ricner Bellegarde,Bellegarde,Wolves,Midfielder,5.1,39,1.8,0.0,2.4,1079,1,1,3,26,4,0,0,183,176.8,179.0,140.0,49.2,29,44,5750,11924,a,100.0,,0.0,1.9
645,Fer López González,Fer López,Wolves,Midfielder,5.1,12,1.3,0.0,0.0,228,0,1,0,9,1,0,0,38,29.0,61.0,37.0,12.4,0,2,1383,4940,u,0.0,has joined Celta Vigo on loan for the rest of the season.,0.0,0.0
646,João Victor Gomes da Silva,J.Gomes,Wolves,Midfielder,5.3,92,3.2,0.3,5.0,2297,1,2,4,43,9,0,6,451,411.8,300.2,150.0,86.7,607,1944,70805,50479,a,100.0,,0.0,4.5
647,Gonçalo Manuel Ganchinho Guedes,Guedes,Wolves,Midfielder,5.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,796,u,0.0,Has joined Real Sociedad permanently.,0.0,0.0
648,Marshall Munetsi,Munetsi,Wolves,Midfielder,5.3,38,2.9,0.0,0.0,872,1,2,0,19,2,0,1,131,163.6,61.8,196.0,42.1,0,3,19177,23136,u,0.0,has joined Paris FC on loan for the rest of the season.,0.0,0.0
649,Boubacar Traoré,B.Traore,Wolves,Midfielder,5.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,162,u,0.0,Has joined FC Metz on loan for the rest of the season.,0.0,0.0
650,Tawanda Chirewa,Chirewa,Wolves,Midfielder,4.3,2,1.0,0.2,0.0,25,0,0,0,0,0,0,0,4,3.2,0.3,0.0,0.4,0,66,30885,48485,u,0.0,has joined Barnsley on loan for the rest of the season.,0.0,0.0
651,Tom Edozie,Edozie,Wolves,Midfielder,4.3,6,6.0,0.4,1.2,6,1,0,0,0,0,0,0,22,34.4,0.1,17.0,5.2,176,531,67077,68528,a,,,0.0,0.7
652,Enso González Medina,Gonzalez,Wolves,Midfielder,4.3,0,0.0,1.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,222,871,199208,244377,a,,,0.0,-0.5
653,Joe Hodge,Hodge,Wolves,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,5782,u,0.0,Signed by CD Tondela,0.0,0.0
655,Fábio Soares Silva,Fábio Silva,Wolves,Forward,4.9,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,13,7178,55386,u,0.0,has joined Borussia Dortmund permanently.,0.0,0.0
656,Saša Kalajdžić,Kalajdžić,Wolves,Forward,4.9,1,1.0,0.0,0.0,14,0,0,0,0,0,0,0,1,1.0,4.3,2.0,0.7,0,2,1691,10146,u,0.0,has joined LASK on loan for the rest of the season.,0.0,0.0
657,Leon Chiwome,Chiwome,Wolves,Forward,4.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,39,5274,7541,a,100.0,,0.0,-0.5
658,Nathan Fraser,Fraser,Wolves,Forward,4.2,0,0.0,1.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,577,1650,278070,365152,a,,,0.0,-0.5
663,Jhon Arias,J.Arias,Wolves,Midfielder,4.9,45,2.0,0.1,0.0,1117,1,0,2,21,1,0,2,175,171.0,204.0,148.0,52.1,0,30,20148,82118,u,0.0,has joined Palmeiras permanently.,0.0,0.0
682,David Møller Wolfe,Møller Wolfe,Wolves,Defender,4.2,29,1.6,0.1,1.4,839,0,2,1,20,1,0,0,69,142.0,110.8,46.0,30.0,13,37,4843,9404,a,,,0.0,0.9
695,Jackson Tchatchoua,Tchatchoua,Wolves,Defender,4.4,51,1.8,0.0,3.0,1695,0,1,3,31,3,0,0,158,301.8,316.8,63.0,68.2,26,58,6434,5987,a,,,0.0,2.5
709,Ladislav Krejcí,Krejčí,Wolves,Defender,4.5,59,2.5,0.1,0.8,2037,2,1,3,38,3,1,0,197,451.6,115.3,219.0,78.9,68,212,24775,20276,a,100.0,,0.0,0.3
720,Tolu Arokodare,Tolu,Wolves,Forward,5.4,59,2.2,0.1,2.4,1231,3,2,3,25,1,0,4,198,221.8,162.5,473.0,85.0,176,643,63446,48069,a,,,0.0,1.9
749,Mateus Mané,Mané,Wolves,Forward,4.5,53,2.6,1.8,1.8,1280,2,2,5,20,0,0,6,210,216.4,240.0,199.0,65.2,1380,9156,548058,311010,a,,,0.0,1.3
766,Saheed Olagunju,Olagunju,Wolves,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31,76,3267,1814,a,,,0.0,-0.5
767,Luke Rawlings,Rawlings,Wolves,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,15,1108,715,a,,,0.0,-0.5
777,Temple Ojinnaka,Ojinnaka,Wolves,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,415,341,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.,0.0,0.0
778,Ethan Sutherland,Sutherland,Wolves,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,15,1344,786,a,,,0.0,-0.5
809,Jerome Abbey,Abbey,Wolves,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,25,24,1220,462,a,,,0.0,-0.5
816,Angel Gomes,Angel,Wolves,Midfielder,4.7,9,1.3,0.0,0.8,282,0,0,1,4,1,0,0,52,38.2,48.4,11.0,9.7,16,104,4438,2723,a,100.0,,0.0,0.3
